session_id,battery_level,screen_on,brightness,active_app_category,wifi_on,mobile_data_on,charging,cpu_usage,hours_remaining
54,21.1,1,23.6,4,1,1,0,13.9,1.89
54,20.1,1,79.9,3,0,1,0,72.2,0.81
54,18.1,1,73.4,3,0,1,0,81.9,0.7
54,16.0,1,66.9,3,0,1,0,98.1,0.5
54,13.9,1,92.3,3,0,1,0,77.9,0.7
54,12.2,1,90.3,3,0,1,0,75.9,0.56
54,10.3,1,70.2,3,0,1,0,75.0,0.13
54,8.4,1,95.5,3,0,1,0,71.9,0.2
54,6.7,1,73.2,3,0,1,0,80.0,0.3
54,4.6,1,70.5,3,0,0,0,96.6,0.24
54,2.8,1,72.7,3,0,0,0,76.9,0.13
54,1.0,1,78.3,3,0,1,0,86.1,0.07
55,80.4,1,68.0,3,0,0,0,90.5,4.52
55,78.9,1,85.6,3,0,0,0,96.8,3.36
55,77.0,1,34.1,1,0,0,0,23.3,5.64
55,76.0,1,28.3,1,0,0,0,23.7,6.52
55,74.9,1,78.8,3,0,0,0,94.0,3.63
55,73.2,1,69.5,3,0,0,0,71.9,3.76
55,71.7,1,68.4,1,0,0,0,67.3,4.37
55,70.4,1,95.6,2,0,0,0,76.9,4.63
55,68.9,1,92.8,1,0,0,0,62.5,4.01
55,67.4,1,71.4,2,1,0,0,91.0,3.01
55,65.5,1,86.0,1,1,0,0,91.8,3.19
55,63.7,1,87.9,2,1,0,0,67.6,3.24
55,62.3,1,98.2,1,1,0,0,91.3,3.72
55,60.8,1,67.0,5,1,0,0,57.2,3.63
55,59.4,1,61.9,1,1,0,0,39.4,3.98
55,58.3,1,55.3,2,1,0,0,62.5,3.05
55,56.7,1,81.8,2,1,0,0,73.5,2.85
55,55.0,1,90.4,3,1,0,0,73.7,2.58
55,53.3,1,72.7,3,1,0,0,80.3,2.27
55,51.5,1,99.6,3,1,1,0,83.2,2.09
55,49.4,1,65.7,3,1,1,0,74.0,2.18
55,47.5,1,95.7,3,1,1,0,88.5,2.02
55,45.6,1,75.2,3,1,1,0,87.5,1.8
55,43.5,1,87.7,3,1,1,0,75.3,1.8
55,41.6,1,69.9,3,1,1,0,72.0,1.5
55,39.4,1,73.1,3,1,1,0,74.8,1.55
55,37.6,1,98.5,3,1,1,0,96.9,1.33
55,35.4,1,87.5,3,1,1,0,94.1,1.38
55,33.2,1,83.9,3,0,1,0,71.4,1.4
55,31.2,1,87.7,3,0,1,0,85.7,1.51
55,29.2,1,74.5,3,0,1,0,79.0,1.6
55,27.3,1,86.5,3,0,1,0,72.8,1.24
55,25.5,1,79.7,3,0,1,0,77.0,1.13
55,23.4,1,92.2,3,0,1,0,74.3,0.78
55,21.5,1,93.9,3,0,1,0,79.3,0.72
55,19.3,1,94.3,3,0,1,0,96.7,1.06
55,17.1,1,84.9,3,0,1,0,81.4,0.82
55,15.1,1,75.9,3,0,1,0,91.4,0.48
55,13.4,1,70.0,3,0,1,0,78.4,0.5
55,11.4,1,87.3,2,0,1,0,44.2,0.58
55,10.1,1,87.8,2,0,1,0,63.0,0.75
55,8.7,1,50.4,2,0,1,0,73.3,0.6
55,7.3,1,85.7,2,0,1,0,62.6,0.28
55,5.8,1,52.6,2,0,1,0,41.0,0.48
55,4.6,1,80.3,2,0,1,0,63.2,0.43
55,2.8,1,71.3,2,0,1,0,44.2,0.26
55,1.5,1,84.0,2,0,1,0,42.3,0.51
55,0.3,1,66.6,2,0,1,0,54.0,0.0
56,37.6,1,40.5,4,0,1,0,31.0,2.93
56,36.5,1,24.5,4,0,1,0,32.2,2.99
56,35.6,1,31.5,1,0,1,0,34.9,2.18
56,34.3,1,39.0,5,0,1,0,17.8,2.8
56,33.3,1,16.3,5,1,1,0,21.6,2.61
56,32.3,1,22.7,4,1,1,0,14.0,2.76
56,31.4,1,28.0,5,1,1,0,21.1,2.42
56,30.3,1,22.1,5,1,1,0,12.3,2.79
56,29.5,1,36.8,4,1,0,0,18.5,2.77
56,28.5,1,17.6,1,1,0,0,30.8,2.08
56,27.2,1,29.2,5,1,0,0,16.9,2.32
56,26.3,1,20.8,4,1,0,0,31.5,2.1
56,25.3,1,24.2,4,1,0,0,27.9,2.43
56,24.5,1,31.3,4,1,0,0,15.3,1.86
56,23.3,1,17.3,1,0,0,0,27.6,2.01
56,22.4,1,16.8,5,0,0,0,33.7,2.07
56,21.8,1,30.9,4,0,0,0,33.5,1.97
56,20.8,1,43.3,1,0,0,0,25.3,1.87
56,19.8,1,37.8,1,0,0,0,13.6,1.76
56,18.8,1,44.1,4,0,0,0,25.7,2.15
56,17.9,1,25.9,1,0,0,0,32.9,1.05
56,16.8,1,61.9,2,0,0,0,68.0,1.45
56,15.8,1,61.5,2,0,0,0,66.3,0.96
56,14.5,1,91.9,2,0,0,0,50.7,1.08
56,13.1,1,82.5,1,1,0,0,64.9,0.75
56,11.8,1,91.5,1,1,0,0,91.9,0.87
56,10.1,1,36.7,1,1,0,0,19.5,1.13
56,9.0,1,26.6,1,1,0,0,18.1,1.0
56,8.1,1,28.7,4,1,0,0,34.7,0.81
56,6.8,1,43.4,5,1,0,0,30.8,0.44
56,5.6,1,20.4,5,1,1,0,28.5,0.44
56,4.4,1,31.6,1,0,1,0,17.1,0.48
56,3.4,1,31.2,5,0,1,0,16.5,0.48
56,2.6,1,31.9,5,0,1,0,12.2,0.36
56,1.6,1,60.4,4,0,1,0,25.3,0.14
56,0.5,1,64.0,4,0,0,0,44.2,0.11
57,64.6,1,29.1,5,1,1,0,33.6,5.43
57,63.5,1,33.1,1,1,1,0,18.8,4.39
57,62.2,1,36.6,1,1,1,0,28.2,5.0
57,61.3,1,42.2,5,1,1,0,19.9,4.35
57,60.0,1,30.8,4,1,1,0,25.7,4.58
57,58.8,1,16.3,5,1,1,0,28.3,4.69
57,57.7,1,55.6,5,1,1,0,58.4,3.05
57,56.1,1,64.2,1,1,1,0,47.3,3.75
57,54.7,1,58.2,4,1,1,0,29.2,4.02
57,53.5,1,58.1,5,1,1,0,54.5,3.04
57,52.1,1,49.0,4,0,1,0,27.6,3.88
57,51.1,1,40.8,2,1,1,0,37.7,3.61
57,49.7,1,42.8,4,1,1,0,59.0,3.12
57,48.4,1,31.7,4,1,1,0,55.0,2.86
57,46.9,1,37.8,1,1,1,0,58.1,3.17
57,45.8,1,44.7,4,1,1,0,55.5,3.02
57,44.5,1,61.5,1,1,1,0,30.4,2.22
57,42.9,1,37.8,4,0,1,0,51.5,2.92
57,41.7,1,34.5,4,0,1,0,32.6,3.34
57,40.6,1,60.6,2,0,1,0,43.9,2.2
57,39.2,1,38.3,2,0,1,0,30.2,2.27
57,37.8,1,50.0,4,0,1,0,50.6,2.83
57,36.6,1,60.1,4,0,1,0,51.2,2.02
57,35.2,1,54.3,5,0,1,0,32.1,2.34
57,34.1,1,41.5,2,0,1,0,49.0,2.02
57,32.7,1,95.3,3,0,1,0,72.5,1.38
57,30.6,1,69.1,3,0,1,0,82.0,1.21
57,28.8,1,76.5,3,0,0,0,82.3,1.1
57,27.1,1,71.3,3,0,0,0,88.7,1.18
57,25.1,1,31.2,4,0,0,0,30.2,2.37
57,24.3,1,36.8,4,0,0,0,13.6,2.17
57,23.4,1,26.9,5,0,0,0,13.0,2.6
57,22.5,1,28.1,1,0,0,0,17.6,2.54
57,21.7,1,15.8,4,0,0,0,22.5,1.83
57,20.7,1,31.9,5,0,0,0,33.9,1.63
57,19.7,1,38.4,4,0,0,0,11.6,1.37
57,18.7,1,19.6,5,0,0,0,10.8,2.11
57,18.1,0,0.0,0,0,0,0,6.1,3.58
57,17.8,0,0.0,0,0,0,0,5.0,3.92
57,17.5,0,0.0,0,0,0,0,11.2,3.48
57,17.1,0,0.0,0,0,0,0,7.8,3.63
57,16.7,0,0.0,0,0,0,0,5.5,3.8
57,16.3,0,0.0,0,1,0,0,6.9,2.9
57,15.8,0,0.0,0,1,0,0,9.0,2.71
57,15.2,0,0.0,0,1,1,0,8.3,2.26
57,14.7,0,0.0,0,1,1,0,11.0,2.22
57,14.3,0,0.0,0,1,1,0,3.4,2.14
57,13.8,0,0.0,0,1,1,0,9.7,2.41
57,13.3,0,0.0,0,1,1,0,2.3,2.14
57,12.8,0,0.0,0,1,1,0,10.2,2.26
57,12.3,0,0.0,0,1,1,0,5.2,1.89
57,11.8,0,0.0,0,1,1,0,6.3,1.83
57,11.2,0,0.0,0,1,1,0,9.9,1.82
57,10.9,1,48.9,1,1,1,0,59.0,0.57
57,9.7,1,64.0,1,1,1,0,48.8,0.21
57,8.1,1,45.6,2,1,1,0,38.7,0.48
57,6.6,1,45.4,4,1,1,0,53.3,0.4
57,5.0,1,60.5,2,1,1,0,50.6,0.35
57,3.5,1,50.2,5,1,1,0,37.4,0.25
57,2.4,1,44.7,2,0,1,0,35.0,0.4
58,38.3,1,31.3,1,1,0,0,26.0,2.68
58,37.1,1,28.6,4,1,1,0,10.2,2.84
58,36.0,1,36.9,1,1,1,0,14.1,2.28
58,34.7,1,38.7,1,1,1,0,22.2,2.66
58,33.7,1,18.2,5,1,1,0,23.1,2.77
58,32.7,0,0.0,0,1,1,0,2.1,5.59
58,32.0,0,0.0,0,1,1,0,2.0,5.88
58,31.5,0,0.0,0,1,1,0,10.4,4.75
58,30.9,1,46.1,5,1,1,0,41.2,2.08
58,29.8,1,40.6,5,1,1,0,30.8,2.46
58,28.7,1,66.6,4,0,1,0,32.7,1.93
58,27.5,1,81.5,3,0,1,0,67.8,0.96
58,25.5,1,62.9,3,0,1,0,71.5,1.1
58,23.6,1,26.3,5,0,1,0,24.0,1.74
58,22.6,1,43.7,1,0,1,0,43.2,1.68
58,21.5,1,36.0,2,0,1,0,54.8,1.22
58,20.1,1,57.8,1,0,1,0,41.9,1.31
58,19.0,1,95.0,3,0,1,0,85.6,0.7
58,16.9,1,94.4,3,0,1,0,94.5,0.79
58,15.2,1,99.5,3,0,1,0,98.6,0.68
58,13.2,1,99.9,3,0,1,0,79.6,0.39
58,10.8,1,82.1,1,0,1,0,56.2,0.53
58,9.5,1,75.6,2,0,1,0,84.0,0.4
58,7.8,1,35.2,5,0,1,0,43.9,0.38
58,6.7,1,60.6,4,0,1,0,35.3,0.34
58,5.5,1,35.7,5,0,1,0,52.2,0.49
58,4.4,1,63.8,2,0,1,0,28.8,0.07
58,2.9,1,57.1,4,0,1,0,45.5,0.29
58,1.7,1,45.4,2,0,1,0,54.7,0.0
58,0.2,1,40.7,5,0,1,0,32.8,0.0
59,81.8,1,61.1,2,1,0,0,67.4,4.36
59,80.0,1,69.3,1,1,0,0,68.2,4.7
59,78.6,1,85.8,3,1,0,0,58.0,3.96
59,77.0,1,68.8,4,1,0,0,58.3,5.31
59,75.7,1,64.7,3,1,1,0,59.9,3.46
59,73.9,1,80.1,1,1,1,0,56.9,4.31
59,72.5,1,97.5,4,1,1,0,94.3,3.39
59,70.7,1,93.0,1,1,1,0,67.5,3.22
59,68.8,1,82.0,3,1,1,0,87.7,3.3
59,67.0,1,99.9,3,0,1,0,84.4,2.78
59,65.0,1,91.1,1,0,1,0,57.8,3.27
59,63.5,1,99.0,2,0,1,0,81.7,2.75
59,61.6,1,82.6,4,0,1,0,55.4,4.73
59,60.5,1,90.7,3,0,1,0,59.3,2.58
59,58.5,1,65.4,3,0,1,0,84.0,2.13
59,56.5,1,86.7,1,0,1,0,82.0,2.92
59,54.8,1,92.5,3,0,1,0,89.3,2.3
59,53.1,1,71.5,2,0,1,0,85.4,2.48
59,51.3,1,86.3,2,1,1,0,83.5,2.28
59,49.3,1,76.5,1,1,1,0,78.8,2.49
59,47.6,1,99.9,3,1,1,0,79.5,1.83
59,45.5,1,76.9,3,1,1,0,84.9,2.26
59,43.7,1,90.5,3,1,1,0,98.1,1.81
59,41.6,1,90.8,3,1,1,0,83.8,1.79
59,39.6,1,92.1,3,1,1,0,85.3,1.6
59,37.5,1,39.4,1,1,1,0,45.1,2.82
59,36.2,1,35.2,1,0,1,0,48.2,2.76
59,35.0,1,46.0,1,0,1,0,49.8,2.37
59,33.6,1,57.3,4,0,1,0,36.1,2.31
59,32.5,1,42.7,2,0,1,0,35.6,1.82
59,30.9,0,0.0,0,0,1,0,11.1,5.45
59,30.3,0,0.0,0,0,1,0,11.6,5.35
59,29.7,0,0.0,0,0,1,0,11.4,4.78
59,29.2,0,0.0,0,0,1,0,7.5,5.52
59,28.7,0,0.0,0,0,1,0,9.7,4.7
59,28.2,0,0.0,0,1,1,0,2.6,4.48
59,27.6,0,0.0,0,1,1,0,8.4,4.64
59,26.9,0,0.0,0,1,1,0,5.2,3.58
59,26.5,0,0.0,0,1,1,0,6.7,4.52
59,26.0,1,50.8,4,1,1,0,33.6,2.21
59,24.9,1,30.9,1,1,1,0,36.2,1.91
59,23.8,1,67.0,5,1,1,0,43.9,1.64
59,22.5,1,59.4,2,1,1,0,27.8,1.26
59,21.0,1,48.3,5,1,1,0,43.1,1.71
59,19.7,1,62.9,2,1,1,0,55.1,1.07
59,18.0,1,42.9,4,1,1,0,27.5,1.4
59,17.1,1,35.2,2,1,1,0,32.0,1.05
59,15.9,1,61.0,1,1,1,0,54.6,1.22
59,14.5,1,73.1,3,1,1,0,95.4,0.69
59,12.7,1,98.6,3,1,1,0,91.9,0.73
59,11.0,1,96.0,3,1,1,0,80.4,0.5
59,8.8,1,65.4,3,1,1,0,82.7,0.55
59,7.1,1,76.4,3,1,1,0,75.9,0.23
59,5.0,0,0.0,0,1,0,0,6.0,1.35
59,4.6,0,0.0,0,1,0,0,5.0,0.82
59,4.2,0,0.0,0,1,1,0,3.6,0.46
59,3.7,0,0.0,0,1,1,0,11.4,0.8
59,3.3,0,0.0,0,1,1,0,9.6,0.71
59,2.6,0,0.0,0,1,1,0,7.2,0.59
59,2.2,0,0.0,0,1,1,0,3.2,0.34
60,92.6,1,62.9,4,1,0,0,42.3,5.69
60,91.3,1,88.0,3,1,0,0,83.9,3.61
60,89.3,1,72.6,3,1,0,0,82.3,3.82
60,87.2,1,71.8,3,1,0,0,90.2,4.56
60,85.7,1,84.2,3,1,1,0,98.1,3.67
60,83.9,1,81.7,3,1,1,0,96.9,3.12
60,81.5,1,71.7,3,1,1,0,73.8,3.7
60,79.8,1,92.7,3,1,1,0,70.5,2.98
60,77.5,1,78.0,3,1,1,0,98.4,2.88
60,75.2,1,66.7,1,1,1,0,56.7,4.18
60,73.7,1,89.6,3,0,1,0,72.6,3.79
60,72.2,1,74.1,3,0,1,0,73.7,3.7
60,70.6,1,65.9,3,0,1,0,84.4,3.67
60,69.1,1,90.3,3,0,1,0,81.1,3.13
60,67.2,1,90.9,3,1,1,0,92.8,3.17
60,65.2,1,67.6,3,1,1,0,92.9,2.6
60,63.5,1,95.5,3,1,1,0,84.9,2.16
60,61.1,1,83.2,3,1,1,0,93.3,2.12
60,58.8,1,71.7,3,1,1,0,75.9,3.13
60,57.1,1,91.5,3,1,1,0,78.7,2.43
60,55.0,1,85.3,3,1,1,0,80.1,2.06
60,53.1,1,89.6,3,1,0,0,96.3,2.27
60,51.2,1,82.3,3,1,0,0,77.2,2.57
60,49.5,1,82.5,3,1,0,0,97.5,2.16
60,47.4,1,92.2,3,1,0,0,92.1,1.94
60,45.3,1,94.9,3,1,0,0,92.6,2.24
60,43.3,1,96.1,3,1,0,0,97.2,1.8
60,41.4,1,69.0,3,1,1,0,97.3,1.69
60,39.6,1,78.6,3,1,1,0,85.9,1.56
60,37.5,1,66.0,3,1,1,0,87.5,1.58
60,35.5,1,77.7,3,1,1,0,76.9,1.38
60,33.1,1,73.4,3,1,1,0,70.8,1.66
60,31.4,1,83.4,3,1,1,0,84.6,1.32
60,29.6,1,65.3,3,1,1,0,89.3,1.69
60,28.0,1,92.4,3,1,1,0,92.0,0.86
60,25.6,1,65.3,3,1,1,0,91.4,0.95
60,23.6,1,68.0,5,1,1,0,52.2,1.21
60,21.8,1,47.3,2,1,1,0,47.5,1.04
60,20.1,1,49.6,1,1,1,0,37.7,1.3
60,18.8,1,47.9,2,1,1,0,50.5,0.91
60,17.1,1,57.3,4,1,1,0,35.4,0.94
60,15.5,1,66.3,5,1,0,0,45.5,1.12
60,14.7,1,46.7,4,1,0,0,35.7,0.76
60,13.6,1,47.8,4,1,0,0,44.2,1.09
60,12.5,1,39.6,1,1,0,0,35.2,0.82
60,11.2,1,44.3,2,1,0,0,26.3,1.03
60,10.0,1,61.6,1,1,0,0,57.1,0.92
60,8.7,1,35.6,1,1,0,0,56.2,0.54
60,7.4,1,56.9,1,1,0,0,36.8,0.39
60,6.1,1,30.9,2,1,1,0,32.3,0.36
60,4.7,1,36.3,5,1,1,0,40.5,0.4
60,3.8,1,69.5,5,1,1,0,53.7,0.0
60,2.4,1,37.4,5,1,1,0,32.9,0.0
60,1.3,1,56.0,1,1,1,0,48.6,0.0
61,90.0,1,72.6,2,1,0,0,94.7,5.22
61,88.5,1,94.2,1,1,0,0,65.9,5.43
61,87.0,1,64.5,2,1,0,0,68.5,4.72
61,85.5,1,65.3,2,1,0,0,61.1,4.71
61,83.9,1,77.2,3,1,0,0,80.9,3.5
61,81.9,1,90.5,4,1,0,0,92.7,5.09
61,80.5,1,90.9,3,1,0,0,69.2,3.73
61,78.6,1,67.9,1,1,0,0,75.6,4.18
61,77.2,1,92.7,4,0,0,0,93.8,5.21
61,75.9,1,77.5,1,0,0,0,66.1,5.04
61,74.7,1,87.0,4,0,0,0,87.7,3.92
61,72.9,1,86.4,1,1,0,0,71.0,4.03
61,71.4,1,76.6,1,1,0,0,59.2,4.18
61,70.0,1,96.8,3,1,0,0,79.5,3.29
61,68.3,1,80.1,4,1,0,0,66.9,4.43
61,67.0,1,70.8,2,1,0,0,69.3,3.88
61,65.6,1,77.5,1,1,1,0,58.6,3.29
61,64.1,1,98.3,3,1,1,0,56.7,2.8
61,62.3,1,72.0,1,0,1,0,55.9,3.66
61,60.9,1,60.6,1,0,1,0,90.3,3.81
61,59.8,1,86.4,1,0,1,0,69.7,3.21
61,58.1,1,86.8,3,0,1,0,81.8,2.99
61,56.4,1,26.8,4,0,1,0,16.7,4.59
61,55.5,1,44.3,4,0,1,0,18.6,4.18
61,54.5,1,21.5,1,0,1,0,15.9,3.7
61,53.4,1,30.3,1,0,1,0,27.5,3.64
61,52.2,1,31.0,5,0,1,0,22.8,3.94
61,51.2,1,22.9,1,1,1,0,29.9,3.82
61,50.1,1,25.7,5,1,1,0,11.8,4.26
61,49.2,1,37.8,1,1,0,0,20.3,3.74
61,48.1,1,96.9,4,1,0,0,88.6,2.44
61,46.6,1,66.2,1,1,0,0,82.4,2.58
61,45.1,1,83.3,1,1,0,0,78.4,3.07
61,43.5,1,64.7,2,1,0,0,82.6,2.47
61,42.0,1,69.5,1,1,0,0,71.7,2.55
61,40.5,1,97.6,4,1,0,0,86.5,2.65
61,39.2,1,92.8,2,1,0,0,79.7,2.4
61,37.7,1,67.1,4,1,0,0,73.5,2.15
61,36.1,1,93.1,1,1,0,0,80.6,2.21
61,34.7,1,95.7,1,1,0,0,57.8,2.04
61,33.1,1,93.3,1,1,0,0,62.6,1.65
61,31.3,1,68.0,2,1,0,0,50.3,2.15
61,30.0,1,76.8,2,1,0,0,44.1,1.87
61,28.7,1,88.3,2,1,0,0,63.3,1.68
61,27.2,1,83.6,2,1,0,0,47.0,1.8
61,25.8,1,70.3,2,1,0,0,44.6,1.26
61,24.2,1,81.0,2,1,0,0,53.9,1.51
61,22.9,1,59.5,2,1,0,0,68.6,1.14
61,21.4,1,91.4,3,1,0,0,81.0,0.84
61,19.4,1,69.2,3,1,0,0,79.7,1.0
61,17.4,1,83.1,3,1,0,0,91.6,0.89
61,15.7,1,87.7,3,1,0,0,96.2,0.74
61,13.9,1,73.0,3,1,0,0,84.0,0.75
61,11.7,1,69.5,3,1,0,0,93.8,0.56
61,9.5,1,79.7,3,1,0,0,95.0,0.28
61,7.5,1,93.8,3,1,0,0,89.7,0.15
61,5.3,1,80.1,3,1,0,0,91.4,0.49
61,3.6,1,84.6,3,1,0,0,89.2,0.07
61,1.4,1,61.2,5,1,0,0,58.0,0.43
61,0.3,1,62.1,2,1,0,0,42.0,0.0
62,81.3,0,0.0,0,0,1,0,4.6,16.13
62,80.7,0,0.0,0,0,1,0,3.8,16.94
62,80.3,0,0.0,0,0,1,0,2.1,13.68
62,79.9,0,0.0,0,0,1,0,7.6,14.51
62,79.4,0,0.0,0,0,1,0,4.5,12.12
62,78.9,0,0.0,0,0,1,0,9.7,13.73
62,78.5,1,28.6,1,0,1,0,20.5,6.22
62,77.2,1,38.0,1,0,1,0,24.4,6.49
62,76.1,1,20.7,5,0,1,0,14.3,6.96
62,75.2,1,36.6,1,0,1,0,21.7,6.32
62,74.3,1,20.8,4,0,1,0,27.2,6.44
62,73.4,1,31.1,1,0,1,0,34.9,5.49
62,72.5,1,37.7,5,0,1,0,22.7,6.69
62,71.5,1,17.4,1,1,1,0,18.2,5.62
62,70.5,1,21.5,5,1,1,0,26.0,6.07
62,69.5,1,26.4,1,1,1,0,22.8,4.65
62,68.2,1,32.0,1,1,1,0,26.7,5.64
62,67.2,1,28.9,4,1,1,0,12.0,4.99
62,66.0,1,15.5,4,1,1,0,33.7,4.41
62,64.9,1,40.0,5,1,1,0,24.3,4.34
62,63.9,1,34.3,5,1,1,0,20.6,4.67
62,62.7,1,32.0,4,1,1,0,22.8,5.05
62,61.9,1,39.4,5,1,1,0,22.2,4.0
62,60.8,1,37.1,5,1,1,0,22.5,4.12
62,59.4,1,94.7,1,1,1,0,78.2,2.95
62,57.7,1,82.5,2,1,0,0,86.1,2.46
62,56.0,1,69.2,2,1,0,0,81.6,2.83
62,54.2,1,67.5,4,1,0,0,86.7,3.52
62,53.1,1,77.3,4,1,0,0,94.4,2.93
62,51.8,1,74.8,3,1,0,0,57.0,2.74
62,50.2,1,97.6,4,1,0,0,73.8,2.95
62,48.8,1,92.0,4,1,0,0,66.9,2.56
62,47.4,1,83.1,4,1,0,0,90.8,2.65
62,46.1,1,83.5,2,1,0,0,78.0,3.07
62,44.6,1,64.5,3,1,0,0,85.2,2.02
62,42.6,1,93.6,3,1,0,0,80.4,1.6
62,40.9,1,62.2,3,1,0,0,73.7,1.82
62,39.2,1,89.4,1,1,0,0,60.0,2.18
62,38.0,1,65.4,1,1,1,0,90.8,2.21
62,36.3,1,76.2,2,1,1,0,72.1,2.1
62,34.6,1,62.0,3,1,1,0,87.0,1.49
62,32.7,1,96.5,2,1,1,0,81.4,1.44
62,30.7,1,63.2,5,1,1,0,40.7,2.22
62,29.4,1,30.9,4,1,1,0,58.5,1.82
62,27.9,1,85.1,1,1,1,0,57.6,1.43
62,26.3,1,77.9,2,1,1,0,63.2,1.24
62,24.7,1,72.5,3,1,1,0,63.8,1.13
62,23.1,1,82.4,2,1,1,0,71.3,1.12
62,21.4,1,71.0,4,1,1,0,76.5,1.07
62,19.8,1,99.7,2,1,1,0,79.7,0.93
62,17.9,1,82.4,4,1,1,0,84.3,1.33
62,16.1,1,95.8,1,1,1,0,71.3,0.66
62,14.2,1,61.0,3,1,1,0,65.5,0.76
62,12.6,1,93.1,1,1,1,0,58.8,0.52
62,11.0,1,88.1,3,1,1,0,62.8,0.52
62,9.0,1,74.8,2,1,1,0,78.6,0.23
62,7.0,1,99.1,4,1,1,0,87.0,0.23
62,5.3,1,98.3,2,1,1,0,77.3,0.28
62,3.6,1,76.8,2,1,1,0,89.2,0.42
62,1.7,1,98.4,1,1,1,0,81.2,0.33
63,57.4,1,97.9,3,1,0,0,79.4,2.87
63,55.6,1,92.1,3,1,0,0,93.0,2.43
63,53.6,1,99.9,3,1,0,0,87.8,2.12
63,51.5,1,74.8,3,1,0,0,87.9,2.45
63,49.7,1,93.3,3,1,0,0,98.4,2.44
63,47.9,1,90.9,3,1,0,0,70.9,2.06
63,46.1,0,0.0,0,1,0,0,11.6,8.97
63,45.6,0,0.0,0,1,0,0,5.1,8.1
63,45.3,0,0.0,0,1,0,0,6.2,8.94
63,44.9,0,0.0,0,1,0,0,4.5,9.75
63,44.6,0,0.0,0,1,0,0,9.1,9.53
63,44.0,0,0.0,0,1,0,0,5.3,7.71
63,43.7,0,0.0,0,1,0,0,2.5,9.71
63,43.3,0,0.0,0,1,0,0,10.6,7.28
63,43.0,0,0.0,0,1,0,0,2.9,8.3
63,42.4,0,0.0,0,1,0,0,12.0,7.95
63,42.1,0,0.0,0,1,0,0,3.3,8.32
63,41.7,0,0.0,0,1,0,0,7.5,8.06
63,41.3,0,0.0,0,1,0,0,4.6,7.79
63,41.0,1,44.8,4,0,0,0,59.6,2.5
63,39.8,1,40.4,4,0,0,0,32.4,3.13
63,38.7,1,35.8,5,0,0,0,13.2,3.46
63,37.8,1,33.9,4,0,0,0,28.4,3.09
63,36.7,1,35.2,4,0,1,0,23.4,2.75
63,35.6,1,31.3,4,0,1,0,15.5,3.03
63,34.7,1,33.0,4,0,0,0,22.3,3.12
63,33.7,1,42.7,4,0,0,0,19.0,3.26
63,32.7,1,19.9,4,0,0,0,21.2,3.14
63,31.9,1,21.0,4,0,0,0,25.1,3.05
63,31.1,1,18.0,1,0,0,0,19.1,2.94
63,30.2,1,30.4,5,0,0,0,29.1,2.37
63,29.0,1,41.5,5,0,0,0,12.1,3.34
63,28.5,1,20.7,4,0,0,0,14.3,2.56
63,27.5,1,39.7,4,0,0,0,14.4,2.53
63,26.6,1,22.6,4,0,0,0,20.1,2.71
63,25.9,1,21.1,4,0,0,0,16.0,2.68
63,25.0,1,21.6,1,0,0,0,13.4,2.24
63,24.2,1,36.2,5,0,1,0,24.6,1.79
63,23.0,1,42.3,4,0,1,0,22.2,1.47
63,21.8,1,38.2,5,0,1,0,33.3,1.49
63,20.5,1,35.2,1,0,1,0,31.9,1.42
63,19.4,1,35.5,4,0,1,0,13.9,1.34
63,18.5,1,16.8,4,0,1,0,10.4,1.41
63,17.5,0,0.0,0,0,1,0,6.9,3.4
63,17.3,0,0.0,0,0,1,0,11.3,3.17
63,16.7,0,0.0,0,0,1,0,3.5,2.62
63,16.2,0,0.0,0,0,1,0,2.4,2.9
63,15.8,0,0.0,0,0,1,0,3.2,2.95
63,15.3,0,0.0,0,0,1,0,2.5,3.01
63,14.9,0,0.0,0,0,1,0,11.8,1.94
63,14.2,1,33.6,4,0,1,0,58.8,1.04
63,13.1,1,40.8,5,0,1,0,41.5,0.97
63,12.0,1,44.9,2,0,1,0,43.5,0.95
63,10.7,1,37.7,2,0,1,0,31.6,0.6
63,9.6,1,45.6,1,0,1,0,43.8,0.9
63,8.3,1,62.6,1,0,1,0,42.5,1.1
63,7.2,1,40.8,4,0,1,0,44.9,0.58
63,6.3,1,40.2,4,0,1,0,38.9,0.39
63,5.0,1,60.5,1,1,1,0,44.5,0.37
63,3.6,1,46.6,4,1,0,0,55.0,0.45
64,41.0,0,0.0,0,1,0,0,6.6,8.32
64,40.6,0,0.0,0,1,0,0,5.9,9.24
64,40.1,0,0.0,0,1,0,0,8.6,8.46
64,39.6,0,0.0,0,1,0,0,4.1,7.22
64,39.2,0,0.0,0,1,0,0,10.8,8.24
64,38.8,0,0.0,0,1,0,0,3.2,7.41
64,38.3,0,0.0,0,1,0,0,11.7,6.62
64,37.9,0,0.0,0,1,0,0,5.7,6.55
64,37.4,0,0.0,0,1,0,0,7.6,8.23
64,37.0,0,0.0,0,1,0,0,7.4,6.4
64,36.4,0,0.0,0,1,0,0,11.9,6.05
64,35.9,1,36.0,4,1,0,0,14.5,2.64
64,34.8,1,44.3,5,1,0,0,32.8,2.64
64,33.6,1,20.0,4,1,0,0,11.3,3.13
64,32.7,1,34.5,5,1,0,0,17.4,2.55
64,31.5,1,44.9,5,1,0,0,10.8,3.03
64,30.7,1,34.5,4,1,0,0,34.3,2.8
64,29.8,1,19.8,5,1,0,0,33.3,2.76
